image,image_path,label
00013_00050_00007,data\gtsrb\Train\13\00013_00050_00007.png,13
00031_00023_00010,data\gtsrb\Train\31\00031_00023_00010.png,31
00009_00030_00029,data\gtsrb\Train\9\00009_00030_00029.png,9
00011_00005_00020,data\gtsrb\Train\11\00011_00005_00020.png,11
00018_00027_00028,data\gtsrb\Train\18\00018_00027_00028.png,18
00033_00005_00025,data\gtsrb\Train\33\00033_00005_00025.png,33
00010_00015_00026,data\gtsrb\Train\10\00010_00015_00026.png,10
00014_00007_00026,data\gtsrb\Train\14\00014_00007_00026.png,14
00007_00003_00009,data\gtsrb\Train\7\00007_00003_00009.png,7
00038_00054_00011,data\gtsrb\Train\38\00038_00054_00011.png,38
00008_00000_00004,data\gtsrb\Train\8\00008_00000_00004.png,8
00002_00015_00021,data\gtsrb\Train\2\00002_00015_00021.png,2
00005_00021_00019,data\gtsrb\Train\5\00005_00021_00019.png,5
00028_00004_00021,data\gtsrb\Train\28\00028_00004_00021.png,28
00004_00065_00001,data\gtsrb\Train\4\00004_00065_00001.png,4
00001_00015_00003,data\gtsrb\Train\1\00001_00015_00003.png,1
00005_00056_00014,data\gtsrb\Train\5\00005_00056_00014.png,5
00000_00002_00013,data\gtsrb\Train\0\00000_00002_00013.png,0
00005_00004_00014,data\gtsrb\Train\5\00005_00004_00014.png,5
00002_00010_00010,data\gtsrb\Train\2\00002_00010_00010.png,2
00024_00006_00016,data\gtsrb\Train\24\00024_00006_00016.png,24
00023_00009_00010,data\gtsrb\Train\23\00023_00009_00010.png,23
00003_00003_00006,data\gtsrb\Train\3\00003_00003_00006.png,3
00025_00047_00020,data\gtsrb\Train\25\00025_00047_00020.png,25
00029_00002_00020,data\gtsrb\Train\29\00029_00002_00020.png,29
00007_00002_00001,data\gtsrb\Train\7\00007_00002_00001.png,7
00010_00061_00019,data\gtsrb\Train\10\00010_00061_00019.png,10
00003_00015_00026,data\gtsrb\Train\3\00003_00015_00026.png,3
00007_00042_00019,data\gtsrb\Train\7\00007_00042_00019.png,7
00023_00011_00027,data\gtsrb\Train\23\00023_00011_00027.png,23
00038_00065_00002,data\gtsrb\Train\38\00038_00065_00002.png,38
00033_00009_00016,data\gtsrb\Train\33\00033_00009_00016.png,33
00028_00017_00024,data\gtsrb\Train\28\00028_00017_00024.png,28
00016_00012_00018,data\gtsrb\Train\16\00016_00012_00018.png,16
00012_00022_00009,data\gtsrb\Train\12\00012_00022_00009.png,12
00038_00025_00016,data\gtsrb\Train\38\00038_00025_00016.png,38
00038_00067_00006,data\gtsrb\Train\38\00038_00067_00006.png,38
00026_00017_00017,data\gtsrb\Train\26\00026_00017_00017.png,26
00025_00036_00010,data\gtsrb\Train\25\00025_00036_00010.png,25
00013_00029_00010,data\gtsrb\Train\13\00013_00029_00010.png,13
00035_00029_00007,data\gtsrb\Train\35\00035_00029_00007.png,35
00038_00046_00001,data\gtsrb\Train\38\00038_00046_00001.png,38
00022_00002_00025,data\gtsrb\Train\22\00022_00002_00025.png,22
00013_00063_00001,data\gtsrb\Train\13\00013_00063_00001.png,13
00013_00056_00021,data\gtsrb\Train\13\00013_00056_00021.png,13
00012_00058_00003,data\gtsrb\Train\12\00012_00058_00003.png,12
00012_00047_00015,data\gtsrb\Train\12\00012_00047_00015.png,12
00010_00030_00025,data\gtsrb\Train\10\00010_00030_00025.png,10
00009_00007_00015,data\gtsrb\Train\9\00009_00007_00015.png,9
00030_00010_00027,data\gtsrb\Train\30\00030_00010_00027.png,30
00021_00005_00005,data\gtsrb\Train\21\00021_00005_00005.png,21
00007_00002_00022,data\gtsrb\Train\7\00007_00002_00022.png,7
00001_00065_00013,data\gtsrb\Train\1\00001_00065_00013.png,1
00009_00019_00017,data\gtsrb\Train\9\00009_00019_00017.png,9
00007_00025_00001,data\gtsrb\Train\7\00007_00025_00001.png,7
00010_00028_00007,data\gtsrb\Train\10\00010_00028_00007.png,10
00040_00007_00003,data\gtsrb\Train\40\00040_00007_00003.png,40
00009_00026_00029,data\gtsrb\Train\9\00009_00026_00029.png,9
00018_00013_00004,data\gtsrb\Train\18\00018_00013_00004.png,18
00002_00050_00022,data\gtsrb\Train\2\00002_00050_00022.png,2
00007_00000_00026,data\gtsrb\Train\7\00007_00000_00026.png,7
00035_00010_00014,data\gtsrb\Train\35\00035_00010_00014.png,35
00023_00011_00000,data\gtsrb\Train\23\00023_00011_00000.png,23
00016_00010_00026,data\gtsrb\Train\16\00016_00010_00026.png,16
00006_00000_00000,data\gtsrb\Train\6\00006_00000_00000.png,6
00017_00017_00011,data\gtsrb\Train\17\00017_00017_00011.png,17
00014_00012_00017,data\gtsrb\Train\14\00014_00012_00017.png,14
00009_00010_00022,data\gtsrb\Train\9\00009_00010_00022.png,9
00005_00031_00002,data\gtsrb\Train\5\00005_00031_00002.png,5
00033_00014_00020,data\gtsrb\Train\33\00033_00014_00020.png,33
00028_00006_00025,data\gtsrb\Train\28\00028_00006_00025.png,28
00036_00012_00029,data\gtsrb\Train\36\00036_00012_00029.png,36
00005_00004_00013,data\gtsrb\Train\5\00005_00004_00013.png,5
00035_00029_00008,data\gtsrb\Train\35\00035_00029_00008.png,35
00009_00032_00010,data\gtsrb\Train\9\00009_00032_00010.png,9
00018_00039_00006,data\gtsrb\Train\18\00018_00039_00006.png,18
00029_00000_00017,data\gtsrb\Train\29\00029_00000_00017.png,29
00022_00003_00005,data\gtsrb\Train\22\00022_00003_00005.png,22
00001_00018_00000,data\gtsrb\Train\1\00001_00018_00000.png,1
00011_00006_00024,data\gtsrb\Train\11\00011_00006_00024.png,11
00030_00004_00019,data\gtsrb\Train\30\00030_00004_00019.png,30
00003_00024_00006,data\gtsrb\Train\3\00003_00024_00006.png,3
00002_00067_00025,data\gtsrb\Train\2\00002_00067_00025.png,2
00001_00020_00019,data\gtsrb\Train\1\00001_00020_00019.png,1
00035_00014_00020,data\gtsrb\Train\35\00035_00014_00020.png,35
00038_00056_00021,data\gtsrb\Train\38\00038_00056_00021.png,38
00008_00026_00011,data\gtsrb\Train\8\00008_00026_00011.png,8
00011_00037_00008,data\gtsrb\Train\11\00011_00037_00008.png,11
00010_00051_00021,data\gtsrb\Train\10\00010_00051_00021.png,10
00006_00004_00006,data\gtsrb\Train\6\00006_00004_00006.png,6
00002_00056_00006,data\gtsrb\Train\2\00002_00056_00006.png,2
00013_00021_00007,data\gtsrb\Train\13\00013_00021_00007.png,13
00036_00009_00002,data\gtsrb\Train\36\00036_00009_00002.png,36
00039_00001_00020,data\gtsrb\Train\39\00039_00001_00020.png,39
00034_00013_00017,data\gtsrb\Train\34\00034_00013_00017.png,34
00035_00001_00001,data\gtsrb\Train\35\00035_00001_00001.png,35
00032_00005_00008,data\gtsrb\Train\32\00032_00005_00008.png,32
00026_00000_00007,data\gtsrb\Train\26\00026_00000_00007.png,26
00031_00025_00002,data\gtsrb\Train\31\00031_00025_00002.png,31
00003_00036_00006,data\gtsrb\Train\3\00003_00036_00006.png,3
00008_00009_00005,data\gtsrb\Train\8\00008_00009_00005.png,8
00019_00006_00016,data\gtsrb\Train\19\00019_00006_00016.png,19
00038_00055_00005,data\gtsrb\Train\38\00038_00055_00005.png,38
00028_00012_00008,data\gtsrb\Train\28\00028_00012_00008.png,28
00042_00004_00017,data\gtsrb\Train\42\00042_00004_00017.png,42
00032_00001_00003,data\gtsrb\Train\32\00032_00001_00003.png,32
00002_00041_00008,data\gtsrb\Train\2\00002_00041_00008.png,2
00006_00010_00006,data\gtsrb\Train\6\00006_00010_00006.png,6
00005_00021_00021,data\gtsrb\Train\5\00005_00021_00021.png,5
00004_00048_00019,data\gtsrb\Train\4\00004_00048_00019.png,4
00002_00034_00005,data\gtsrb\Train\2\00002_00034_00005.png,2
00002_00027_00007,data\gtsrb\Train\2\00002_00027_00007.png,2
00003_00013_00001,data\gtsrb\Train\3\00003_00013_00001.png,3
00011_00014_00019,data\gtsrb\Train\11\00011_00014_00019.png,11
00035_00019_00024,data\gtsrb\Train\35\00035_00019_00024.png,35
00018_00003_00004,data\gtsrb\Train\18\00018_00003_00004.png,18
00027_00001_00020,data\gtsrb\Train\27\00027_00001_00020.png,27
00005_00040_00014,data\gtsrb\Train\5\00005_00040_00014.png,5
00030_00013_00027,data\gtsrb\Train\30\00030_00013_00027.png,30
00026_00007_00017,data\gtsrb\Train\26\00026_00007_00017.png,26
00038_00046_00029,data\gtsrb\Train\38\00038_00046_00029.png,38
00036_00008_00014,data\gtsrb\Train\36\00036_00008_00014.png,36
00017_00022_00017,data\gtsrb\Train\17\00017_00022_00017.png,17
00012_00025_00004,data\gtsrb\Train\12\00012_00025_00004.png,12
00007_00032_00001,data\gtsrb\Train\7\00007_00032_00001.png,7
00004_00048_00011,data\gtsrb\Train\4\00004_00048_00011.png,4
00008_00045_00003,data\gtsrb\Train\8\00008_00045_00003.png,8
00011_00038_00000,data\gtsrb\Train\11\00011_00038_00000.png,11
00002_00008_00008,data\gtsrb\Train\2\00002_00008_00008.png,2
00006_00007_00019,data\gtsrb\Train\6\00006_00007_00019.png,6
00002_00065_00023,data\gtsrb\Train\2\00002_00065_00023.png,2
00021_00000_00027,data\gtsrb\Train\21\00021_00000_00027.png,21
00012_00001_00009,data\gtsrb\Train\12\00012_00001_00009.png,12
00032_00006_00001,data\gtsrb\Train\32\00032_00006_00001.png,32
00008_00034_00023,data\gtsrb\Train\8\00008_00034_00023.png,8
00023_00012_00026,data\gtsrb\Train\23\00023_00012_00026.png,23
00013_00035_00011,data\gtsrb\Train\13\00013_00035_00011.png,13
00038_00004_00002,data\gtsrb\Train\38\00038_00004_00002.png,38
00001_00044_00016,data\gtsrb\Train\1\00001_00044_00016.png,1
00000_00002_00000,data\gtsrb\Train\0\00000_00002_00000.png,0
00001_00066_00029,data\gtsrb\Train\1\00001_00066_00029.png,1
00010_00062_00027,data\gtsrb\Train\10\00010_00062_00027.png,10
00028_00008_00016,data\gtsrb\Train\28\00028_00008_00016.png,28
00039_00003_00022,data\gtsrb\Train\39\00039_00003_00022.png,39
00002_00047_00019,data\gtsrb\Train\2\00002_00047_00019.png,2
00009_00038_00015,data\gtsrb\Train\9\00009_00038_00015.png,9
00025_00018_00026,data\gtsrb\Train\25\00025_00018_00026.png,25
00007_00047_00001,data\gtsrb\Train\7\00007_00047_00001.png,7
00007_00006_00025,data\gtsrb\Train\7\00007_00006_00025.png,7
00033_00020_00018,data\gtsrb\Train\33\00033_00020_00018.png,33
00019_00001_00001,data\gtsrb\Train\19\00019_00001_00001.png,19
00038_00018_00013,data\gtsrb\Train\38\00038_00018_00013.png,38
00036_00011_00026,data\gtsrb\Train\36\00036_00011_00026.png,36
00003_00000_00016,data\gtsrb\Train\3\00003_00000_00016.png,3
00040_00010_00000,data\gtsrb\Train\40\00040_00010_00000.png,40
00005_00036_00029,data\gtsrb\Train\5\00005_00036_00029.png,5
00025_00027_00015,data\gtsrb\Train\25\00025_00027_00015.png,25
00002_00049_00018,data\gtsrb\Train\2\00002_00049_00018.png,2
00029_00001_00021,data\gtsrb\Train\29\00029_00001_00021.png,29
00014_00005_00000,data\gtsrb\Train\14\00014_00005_00000.png,14
00038_00008_00027,data\gtsrb\Train\38\00038_00008_00027.png,38
00035_00006_00005,data\gtsrb\Train\35\00035_00006_00005.png,35
00035_00002_00018,data\gtsrb\Train\35\00035_00002_00018.png,35
00012_00014_00025,data\gtsrb\Train\12\00012_00014_00025.png,12
00025_00022_00010,data\gtsrb\Train\25\00025_00022_00010.png,25
00010_00004_00012,data\gtsrb\Train\10\00010_00004_00012.png,10
00007_00004_00010,data\gtsrb\Train\7\00007_00004_00010.png,7
00002_00027_00014,data\gtsrb\Train\2\00002_00027_00014.png,2
00018_00028_00011,data\gtsrb\Train\18\00018_00028_00011.png,18
00032_00000_00010,data\gtsrb\Train\32\00032_00000_00010.png,32
00001_00053_00020,data\gtsrb\Train\1\00001_00053_00020.png,1
00010_00007_00000,data\gtsrb\Train\10\00010_00007_00000.png,10
00035_00029_00025,data\gtsrb\Train\35\00035_00029_00025.png,35
00017_00017_00029,data\gtsrb\Train\17\00017_00017_00029.png,17
00006_00002_00027,data\gtsrb\Train\6\00006_00002_00027.png,6
00003_00030_00002,data\gtsrb\Train\3\00003_00030_00002.png,3
00004_00016_00029,data\gtsrb\Train\4\00004_00016_00029.png,4
00038_00006_00013,data\gtsrb\Train\38\00038_00006_00013.png,38
00010_00051_00005,data\gtsrb\Train\10\00010_00051_00005.png,10
00004_00044_00022,data\gtsrb\Train\4\00004_00044_00022.png,4
00036_00007_00029,data\gtsrb\Train\36\00036_00007_00029.png,36
00013_00022_00007,data\gtsrb\Train\13\00013_00022_00007.png,13
00001_00001_00029,data\gtsrb\Train\1\00001_00001_00029.png,1
00016_00011_00001,data\gtsrb\Train\16\00016_00011_00001.png,16
00013_00029_00014,data\gtsrb\Train\13\00013_00029_00014.png,13
00042_00002_00024,data\gtsrb\Train\42\00042_00002_00024.png,42
00024_00000_00004,data\gtsrb\Train\24\00024_00000_00004.png,24
00003_00031_00006,data\gtsrb\Train\3\00003_00031_00006.png,3
00038_00008_00018,data\gtsrb\Train\38\00038_00008_00018.png,38
00001_00034_00007,data\gtsrb\Train\1\00001_00034_00007.png,1
00008_00033_00006,data\gtsrb\Train\8\00008_00033_00006.png,8
00026_00015_00027,data\gtsrb\Train\26\00026_00015_00027.png,26
00009_00047_00002,data\gtsrb\Train\9\00009_00047_00002.png,9
00013_00057_00008,data\gtsrb\Train\13\00013_00057_00008.png,13
00017_00020_00004,data\gtsrb\Train\17\00017_00020_00004.png,17
00012_00045_00018,data\gtsrb\Train\12\00012_00045_00018.png,12
00012_00014_00001,data\gtsrb\Train\12\00012_00014_00001.png,12
00001_00073_00000,data\gtsrb\Train\1\00001_00073_00000.png,1
00028_00012_00003,data\gtsrb\Train\28\00028_00012_00003.png,28
00010_00031_00029,data\gtsrb\Train\10\00010_00031_00029.png,10
00038_00055_00026,data\gtsrb\Train\38\00038_00055_00026.png,38
00001_00019_00023,data\gtsrb\Train\1\00001_00019_00023.png,1
00002_00001_00017,data\gtsrb\Train\2\00002_00001_00017.png,2
00033_00005_00028,data\gtsrb\Train\33\00033_00005_00028.png,33
00034_00005_00026,data\gtsrb\Train\34\00034_00005_00026.png,34
00013_00039_00019,data\gtsrb\Train\13\00013_00039_00019.png,13
00007_00035_00017,data\gtsrb\Train\7\00007_00035_00017.png,7
00017_00027_00005,data\gtsrb\Train\17\00017_00027_00005.png,17
00001_00030_00025,data\gtsrb\Train\1\00001_00030_00025.png,1
00020_00004_00000,data\gtsrb\Train\20\00020_00004_00000.png,20
00007_00012_00019,data\gtsrb\Train\7\00007_00012_00019.png,7
00018_00033_00016,data\gtsrb\Train\18\00018_00033_00016.png,18
00010_00035_00014,data\gtsrb\Train\10\00010_00035_00014.png,10
00002_00008_00004,data\gtsrb\Train\2\00002_00008_00004.png,2
00013_00029_00023,data\gtsrb\Train\13\00013_00029_00023.png,13
00011_00034_00026,data\gtsrb\Train\11\00011_00034_00026.png,11
00001_00016_00029,data\gtsrb\Train\1\00001_00016_00029.png,1
00002_00047_00028,data\gtsrb\Train\2\00002_00047_00028.png,2
00005_00044_00027,data\gtsrb\Train\5\00005_00044_00027.png,5
00009_00027_00009,data\gtsrb\Train\9\00009_00027_00009.png,9
00012_00008_00027,data\gtsrb\Train\12\00012_00008_00027.png,12
00042_00004_00005,data\gtsrb\Train\42\00042_00004_00005.png,42
00015_00003_00009,data\gtsrb\Train\15\00015_00003_00009.png,15
00001_00071_00021,data\gtsrb\Train\1\00001_00071_00021.png,1
00001_00013_00001,data\gtsrb\Train\1\00001_00013_00001.png,1
00018_00031_00012,data\gtsrb\Train\18\00018_00031_00012.png,18
00009_00013_00000,data\gtsrb\Train\9\00009_00013_00000.png,9
00013_00047_00018,data\gtsrb\Train\13\00013_00047_00018.png,13
00004_00060_00011,data\gtsrb\Train\4\00004_00060_00011.png,4
00034_00005_00012,data\gtsrb\Train\34\00034_00005_00012.png,34
00012_00050_00011,data\gtsrb\Train\12\00012_00050_00011.png,12
00015_00002_00018,data\gtsrb\Train\15\00015_00002_00018.png,15
00023_00016_00027,data\gtsrb\Train\23\00023_00016_00027.png,23
00025_00014_00001,data\gtsrb\Train\25\00025_00014_00001.png,25
00012_00008_00004,data\gtsrb\Train\12\00012_00008_00004.png,12
00005_00037_00009,data\gtsrb\Train\5\00005_00037_00009.png,5
00003_00032_00000,data\gtsrb\Train\3\00003_00032_00000.png,3
00038_00017_00008,data\gtsrb\Train\38\00038_00017_00008.png,38
00010_00017_00027,data\gtsrb\Train\10\00010_00017_00027.png,10
00001_00044_00020,data\gtsrb\Train\1\00001_00044_00020.png,1
00024_00007_00025,data\gtsrb\Train\24\00024_00007_00025.png,24
00002_00031_00002,data\gtsrb\Train\2\00002_00031_00002.png,2
00010_00035_00010,data\gtsrb\Train\10\00010_00035_00010.png,10
00002_00027_00023,data\gtsrb\Train\2\00002_00027_00023.png,2
00003_00010_00008,data\gtsrb\Train\3\00003_00010_00008.png,3
00009_00011_00009,data\gtsrb\Train\9\00009_00011_00009.png,9
00016_00004_00011,data\gtsrb\Train\16\00016_00004_00011.png,16
00016_00008_00020,data\gtsrb\Train\16\00016_00008_00020.png,16
00006_00013_00018,data\gtsrb\Train\6\00006_00013_00018.png,6
00038_00055_00028,data\gtsrb\Train\38\00038_00055_00028.png,38
00010_00002_00008,data\gtsrb\Train\10\00010_00002_00008.png,10
00001_00014_00008,data\gtsrb\Train\1\00001_00014_00008.png,1
00007_00019_00011,data\gtsrb\Train\7\00007_00019_00011.png,7
00011_00039_00008,data\gtsrb\Train\11\00011_00039_00008.png,11
00038_00028_00028,data\gtsrb\Train\38\00038_00028_00028.png,38
00004_00013_00013,data\gtsrb\Train\4\00004_00013_00013.png,4
00025_00040_00023,data\gtsrb\Train\25\00025_00040_00023.png,25
00010_00056_00003,data\gtsrb\Train\10\00010_00056_00003.png,10
00039_00001_00010,data\gtsrb\Train\39\00039_00001_00010.png,39
00037_00001_00012,data\gtsrb\Train\37\00037_00001_00012.png,37
00012_00059_00020,data\gtsrb\Train\12\00012_00059_00020.png,12
00032_00006_00011,data\gtsrb\Train\32\00032_00006_00011.png,32
00028_00014_00006,data\gtsrb\Train\28\00028_00014_00006.png,28
00018_00006_00028,data\gtsrb\Train\18\00018_00006_00028.png,18
00039_00005_00023,data\gtsrb\Train\39\00039_00005_00023.png,39
00018_00025_00023,data\gtsrb\Train\18\00018_00025_00023.png,18
00031_00008_00016,data\gtsrb\Train\31\00031_00008_00016.png,31
00012_00025_00010,data\gtsrb\Train\12\00012_00025_00010.png,12
00018_00001_00026,data\gtsrb\Train\18\00018_00001_00026.png,18
00014_00001_00012,data\gtsrb\Train\14\00014_00001_00012.png,14
00026_00008_00009,data\gtsrb\Train\26\00026_00008_00009.png,26
00013_00058_00005,data\gtsrb\Train\13\00013_00058_00005.png,13
00025_00022_00007,data\gtsrb\Train\25\00025_00022_00007.png,25
00038_00043_00018,data\gtsrb\Train\38\00038_00043_00018.png,38
00018_00032_00020,data\gtsrb\Train\18\00018_00032_00020.png,18
00013_00021_00004,data\gtsrb\Train\13\00013_00021_00004.png,13
00017_00013_00016,data\gtsrb\Train\17\00017_00013_00016.png,17
00012_00012_00012,data\gtsrb\Train\12\00012_00012_00012.png,12
00010_00029_00023,data\gtsrb\Train\10\00010_00029_00023.png,10
00001_00025_00026,data\gtsrb\Train\1\00001_00025_00026.png,1
00003_00001_00012,data\gtsrb\Train\3\00003_00001_00012.png,3
00008_00021_00027,data\gtsrb\Train\8\00008_00021_00027.png,8
00009_00037_00000,data\gtsrb\Train\9\00009_00037_00000.png,9
00013_00031_00023,data\gtsrb\Train\13\00013_00031_00023.png,13
00011_00029_00011,data\gtsrb\Train\11\00011_00029_00011.png,11
00015_00003_00028,data\gtsrb\Train\15\00015_00003_00028.png,15
00002_00030_00006,data\gtsrb\Train\2\00002_00030_00006.png,2
00005_00006_00014,data\gtsrb\Train\5\00005_00006_00014.png,5
00008_00002_00009,data\gtsrb\Train\8\00008_00002_00009.png,8
00026_00016_00002,data\gtsrb\Train\26\00026_00016_00002.png,26
00004_00025_00029,data\gtsrb\Train\4\00004_00025_00029.png,4
00013_00026_00014,data\gtsrb\Train\13\00013_00026_00014.png,13
00012_00033_00006,data\gtsrb\Train\12\00012_00033_00006.png,12
00012_00017_00028,data\gtsrb\Train\12\00012_00017_00028.png,12
00010_00029_00003,data\gtsrb\Train\10\00010_00029_00003.png,10
00002_00026_00018,data\gtsrb\Train\2\00002_00026_00018.png,2
00002_00063_00003,data\gtsrb\Train\2\00002_00063_00003.png,2
00004_00007_00016,data\gtsrb\Train\4\00004_00007_00016.png,4
00011_00004_00004,data\gtsrb\Train\11\00011_00004_00004.png,11
00001_00030_00022,data\gtsrb\Train\1\00001_00030_00022.png,1
00008_00003_00022,data\gtsrb\Train\8\00008_00003_00022.png,8
00034_00004_00008,data\gtsrb\Train\34\00034_00004_00008.png,34
00008_00005_00026,data\gtsrb\Train\8\00008_00005_00026.png,8
00038_00067_00022,data\gtsrb\Train\38\00038_00067_00022.png,38
00007_00045_00004,data\gtsrb\Train\7\00007_00045_00004.png,7
00011_00014_00021,data\gtsrb\Train\11\00011_00014_00021.png,11
00002_00025_00000,data\gtsrb\Train\2\00002_00025_00000.png,2
00004_00055_00025,data\gtsrb\Train\4\00004_00055_00025.png,4
00018_00035_00013,data\gtsrb\Train\18\00018_00035_00013.png,18
00012_00033_00000,data\gtsrb\Train\12\00012_00033_00000.png,12
00008_00014_00022,data\gtsrb\Train\8\00008_00014_00022.png,8
00012_00056_00018,data\gtsrb\Train\12\00012_00056_00018.png,12
00001_00032_00003,data\gtsrb\Train\1\00001_00032_00003.png,1
00031_00013_00028,data\gtsrb\Train\31\00031_00013_00028.png,31
00012_00054_00000,data\gtsrb\Train\12\00012_00054_00000.png,12
00003_00031_00020,data\gtsrb\Train\3\00003_00031_00020.png,3
00018_00000_00017,data\gtsrb\Train\18\00018_00000_00017.png,18
00025_00034_00003,data\gtsrb\Train\25\00025_00034_00003.png,25
00009_00003_00017,data\gtsrb\Train\9\00009_00003_00017.png,9
00018_00025_00029,data\gtsrb\Train\18\00018_00025_00029.png,18
00001_00002_00024,data\gtsrb\Train\1\00001_00002_00024.png,1
00005_00036_00000,data\gtsrb\Train\5\00005_00036_00000.png,5
00001_00047_00023,data\gtsrb\Train\1\00001_00047_00023.png,1
00028_00006_00005,data\gtsrb\Train\28\00028_00006_00005.png,28
